number_id,gu_name,MY_id,type_id,PC_id,the_number_of_registered_vehicle
27145,강서구,2022-12,3,3,1
27146,강서구,2022-12,4,1,6
27147,강서구,2022-12,4,2,21
27148,강서구,2022-12,4,3,164
27149,관악구,2022-12,1,1,92
27150,관악구,2022-12,1,2,99
27151,관악구,2022-12,1,3,640
27152,관악구,2022-12,2,1,136
27153,관악구,2022-12,2,2,102
27154,관악구,2022-12,2,3,868
27155,관악구,2022-12,3,1,3
27156,관악구,2022-12,3,2,360
27157,관악구,2022-12,3,3,301
27158,관악구,2022-12,4,1,707
27159,관악구,2022-12,4,2,147
27160,관악구,2022-12,4,3,9
27161,광진구,2022-12,1,1,87
27162,광진구,2022-12,1,2,80
27163,광진구,2022-12,1,3,403
27164,광진구,2022-12,2,1,435
27165,광진구,2022-12,2,2,83
27166,광진구,2022-12,2,3,925
27167,광진구,2022-12,3,1,2
27168,광진구,2022-12,3,2,359
27169,광진구,2022-12,3,3,364
27170,광진구,2022-12,4,1,767
27171,광진구,2022-12,4,2,166
27172,광진구,2022-12,4,3,9
27173,구로구,2022-12,1,1,108
27174,구로구,2022-12,1,2,114
27175,구로구,2022-12,1,3,713
27176,구로구,2022-12,2,1,322
27177,구로구,2022-12,2,2,126
27178,구로구,2022-12,2,3,143
27179,구로구,2022-12,3,1,4
27180,구로구,2022-12,3,2,504
27181,구로구,2022-12,3,3,562
27182,구로구,2022-12,4,1,130
27183,구로구,2022-12,4,2,135
27184,구로구,2022-12,4,3,14
27185,금천구,2022-12,1,1,51
27186,금천구,2022-12,1,2,71
27187,금천구,2022-12,1,3,122
27188,금천구,2022-12,2,1,498
27189,금천구,2022-12,2,2,74
27190,금천구,2022-12,2,3,671
27191,금천구,2022-12,3,1,2
27192,금천구,2022-12,3,2,986
27193,금천구,2022-12,3,3,471
27194,금천구,2022-12,4,1,486
27195,금천구,2022-12,4,2,76
27196,금천구,2022-12,4,3,10
27197,노원구,2022-12,1,1,87
27198,노원구,2022-12,1,2,129
27199,노원구,2022-12,1,3,347
27200,노원구,2022-12,2,1,522
27201,노원구,2022-12,2,2,134
27202,노원구,2022-12,2,3,956
27203,노원구,2022-12,3,1,3
27204,노원구,2022-12,3,2,708
27205,노원구,2022-12,3,3,836
27206,노원구,2022-12,4,1,596
27207,노원구,2022-12,4,2,176
27208,노원구,2022-12,4,3,10
27209,도봉구,2022-12,1,1,94
27210,도봉구,2022-12,1,2,76
27211,도봉구,2022-12,1,3,886
27212,도봉구,2022-12,2,1,699
27213,도봉구,2022-12,2,2,81
27214,도봉구,2022-12,2,3,679
27215,도봉구,2022-12,3,1,2
27216,도봉구,2022-12,3,2,600
27217,도봉구,2022-12,3,3,569
27218,도봉구,2022-12,4,1,220
27219,도봉구,2022-12,4,2,127
27220,도봉구,2022-12,4,3,8
27221,동대문구,2022-12,1,1,106
27222,동대문구,2022-12,1,2,81
27223,동대문구,2022-12,1,3,388
27224,동대문구,2022-12,2,1,388
27225,동대문구,2022-12,2,2,83
27226,동대문구,2022-12,2,3,882
27227,동대문구,2022-12,3,1,2
27228,동대문구,2022-12,3,2,880
27229,동대문구,2022-12,3,3,151
27230,동대문구,2022-12,4,1,87
27231,동대문구,2022-12,4,2,141
27232,동대문구,2022-12,4,3,9
27233,동작구,2022-12,1,1,105
27234,동작구,2022-12,1,2,93
27235,동작구,2022-12,1,3,620
27236,동작구,2022-12,2,1,185
27237,동작구,2022-12,2,2,94
27238,동작구,2022-12,2,3,910
27239,동작구,2022-12,3,1,2
27240,동작구,2022-12,3,2,498
27241,동작구,2022-12,3,3,136
27242,동작구,2022-12,4,1,684
27243,동작구,2022-12,4,2,129
27244,동작구,2022-12,4,3,6
27245,마포구,2022-12,1,1,94
27246,마포구,2022-12,1,2,101
27247,마포구,2022-12,1,3,279
27248,마포구,2022-12,2,1,571
27249,마포구,2022-12,2,2,105
27250,마포구,2022-12,2,3,944
27251,마포구,2022-12,3,1,2
27252,마포구,2022-12,3,2,768
27253,마포구,2022-12,3,3,667
27254,마포구,2022-12,4,1,489
27255,마포구,2022-12,4,2,164
27256,마포구,2022-12,4,3,9
27257,서대문구,2022-12,1,1,219
27258,서대문구,2022-12,1,2,76
27259,서대문구,2022-12,1,3,550
27260,서대문구,2022-12,2,1,232
27261,서대문구,2022-12,2,2,80
27262,서대문구,2022-12,2,3,1
27263,서대문구,2022-12,3,1,2
27264,서대문구,2022-12,3,2,209
27265,서대문구,2022-12,3,3,434
27266,서대문구,2022-12,4,1,751
27267,서대문구,2022-12,4,2,131
27268,서대문구,2022-12,4,3,5
27269,서초구,2022-12,1,1,217
27270,서초구,2022-12,1,2,151
27271,서초구,2022-12,1,3,437
27272,서초구,2022-12,2,1,892
27273,서초구,2022-12,2,2,156
27274,서초구,2022-12,2,3,546
27275,서초구,2022-12,3,1,3
27276,서초구,2022-12,3,2,155
27277,서초구,2022-12,3,3,739
27278,서초구,2022-12,4,1,24
27279,서초구,2022-12,4,2,174
27280,서초구,2022-12,4,3,10
27281,성동구,2022-12,1,1,119
27282,성동구,2022-12,1,2,82
27283,성동구,2022-12,1,3,795
27284,성동구,2022-12,2,1,320
27285,성동구,2022-12,2,2,90
27286,성동구,2022-12,2,3,234
27287,성동구,2022-12,3,1,2
27288,성동구,2022-12,3,2,37
27289,성동구,2022-12,3,3,924
27290,성동구,2022-12,4,1,9
27291,성동구,2022-12,4,2,183
27292,성동구,2022-12,4,3,8
27293,성북구,2022-12,1,1,95
27294,성북구,2022-12,1,2,105
27295,성북구,2022-12,1,3,252
27296,성북구,2022-12,2,1,131
27297,성북구,2022-12,2,2,107
27298,성북구,2022-12,2,3,478
27299,성북구,2022-12,3,1,3
27300,성북구,2022-12,3,2,118
27301,성북구,2022-12,3,3,1
27302,성북구,2022-12,4,1,4
27303,성북구,2022-12,4,2,289
27304,성북구,2022-12,4,3,149
27305,송파구,2022-12,1,1,129
27306,송파구,2022-12,1,2,206
27307,송파구,2022-12,1,3,371
27308,송파구,2022-12,2,1,217
27309,송파구,2022-12,2,2,213
27310,송파구,2022-12,2,3,717
27311,송파구,2022-12,3,1,4
27312,송파구,2022-12,3,2,445
27313,송파구,2022-12,3,3,1
27314,송파구,2022-12,4,1,6
27315,송파구,2022-12,4,2,224
27316,송파구,2022-12,4,3,160
27317,양천구,2022-12,1,1,121
27318,양천구,2022-12,1,2,127
27319,양천구,2022-12,1,3,739
27320,양천구,2022-12,2,1,503
27321,양천구,2022-12,2,2,132
27322,양천구,2022-12,2,3,363
27323,양천구,2022-12,3,1,3
27324,양천구,2022-12,3,2,374
27325,양천구,2022-12,3,3,759
27326,양천구,2022-12,4,1,192
27327,양천구,2022-12,4,2,137
27328,양천구,2022-12,4,3,11
27329,영등포구,2022-12,1,1,140
27330,영등포구,2022-12,1,2,117
27331,영등포구,2022-12,1,3,615
27332,영등포구,2022-12,2,1,133
27333,영등포구,2022-12,2,2,120
27334,영등포구,2022-12,2,3,888
27335,영등포구,2022-12,3,1,4
27336,영등포구,2022-12,3,2,47
27337,영등포구,2022-12,3,3,158
27338,영등포구,2022-12,4,1,262
27339,영등포구,2022-12,4,2,170
27340,영등포구,2022-12,4,3,13
27341,용산구,2022-12,1,1,239
27342,용산구,2022-12,1,2,65
27343,용산구,2022-12,1,3,407
27344,용산구,2022-12,2,1,330
27345,용산구,2022-12,2,2,66
27346,용산구,2022-12,2,3,976
27347,용산구,2022-12,3,1,1
27348,용산구,2022-12,3,2,985
27349,용산구,2022-12,3,3,66
27350,용산구,2022-12,4,1,176
27351,용산구,2022-12,4,2,144
27352,용산구,2022-12,4,3,5
27353,은평구,2022-12,1,1,97
27354,은평구,2022-12,1,2,112
27355,은평구,2022-12,1,3,672
27356,은평구,2022-12,2,1,82
27357,은평구,2022-12,2,2,116
27358,은평구,2022-12,2,3,851
27359,은평구,2022-12,3,1,3
27360,은평구,2022-12,3,2,409
27361,은평구,2022-12,3,3,747
27362,은평구,2022-12,4,1,201
27363,은평구,2022-12,4,2,138
27364,은평구,2022-12,4,3,10
27365,종로구,2022-12,1,1,1
27366,종로구,2022-12,1,2,703
27367,종로구,2022-12,1,3,39
27368,종로구,2022-12,2,1,798
27369,종로구,2022-12,2,2,41
27370,종로구,2022-12,2,3,557
27371,종로구,2022-12,3,1,659
27372,종로구,2022-12,3,2,1
27373,종로구,2022-12,3,3,558
27374,종로구,2022-12,4,1,3
27375,종로구,2022-12,4,2,472
27376,종로구,2022-12,4,3,344
27377,중구,2022-12,1,1,298
27378,중구,2022-12,1,2,44
27379,중구,2022-12,1,3,948
27380,중구,2022-12,2,1,880
27381,중구,2022-12,2,2,48
27382,중구,2022-12,2,3,126
27383,중구,2022-12,3,1,1
27384,중구,2022-12,3,2,868
27385,중구,2022-12,3,3,228
27386,중구,2022-12,4,1,871
27387,중구,2022-12,4,2,184
27388,중구,2022-12,4,3,5
27389,중랑구,2022-12,1,1,80
27390,중랑구,2022-12,1,2,90
27391,중랑구,2022-12,1,3,730
27392,중랑구,2022-12,2,1,938
27393,중랑구,2022-12,2,2,96
27394,중랑구,2022-12,2,3,748
27395,중랑구,2022-12,3,1,3
27396,중랑구,2022-12,3,2,440
27397,중랑구,2022-12,3,3,546
27398,중랑구,2022-12,4,1,21
27399,중랑구,2022-12,4,2,121
27400,중랑구,2022-12,4,3,11
27401,강남구,2023-01,1,1,154
27402,강남구,2023-01,1,2,207
27403,강남구,2023-01,1,3,692
27404,강남구,2023-01,2,1,642
27405,강남구,2023-01,2,2,227
27406,강남구,2023-01,2,3,488
27407,강남구,2023-01,3,1,4
27408,강남구,2023-01,3,2,112
27409,강남구,2023-01,3,3,587
27410,강남구,2023-01,4,1,753
27411,강남구,2023-01,4,2,176
27412,강남구,2023-01,4,3,13
27413,강동구,2023-01,1,1,102
27414,강동구,2023-01,1,2,128
27415,강동구,2023-01,1,3,422
27416,강동구,2023-01,2,1,111
27417,강동구,2023-01,2,2,133
27418,강동구,2023-01,2,3,635
27419,강동구,2023-01,3,1,3
27420,강동구,2023-01,3,2,569
27421,강동구,2023-01,3,3,819
27422,강동구,2023-01,4,1,431
27423,강동구,2023-01,4,2,159
27424,강동구,2023-01,4,3,12
27425,강북구,2023-01,1,1,103
27426,강북구,2023-01,1,2,60
27427,강북구,2023-01,1,3,998
27428,강북구,2023-01,2,1,66
27429,강북구,2023-01,2,2,63
27430,강북구,2023-01,2,3,167
27431,강북구,2023-01,3,1,2
27432,강북구,2023-01,3,2,411
27433,강북구,2023-01,3,3,716
27434,강북구,2023-01,4,1,193
27435,강북구,2023-01,4,2,132
27436,강북구,2023-01,4,3,7
27437,강서구,2023-01,1,1,129
27438,강서구,2023-01,1,2,167
27439,강서구,2023-01,1,3,350
27440,강서구,2023-01,2,1,195
27441,강서구,2023-01,2,2,178
27442,강서구,2023-01,2,3,674
27443,강서구,2023-01,3,1,4
27444,강서구,2023-01,3,2,632
27445,강서구,2023-01,3,3,1
27446,강서구,2023-01,4,1,6
27447,강서구,2023-01,4,2,41
27448,강서구,2023-01,4,3,164
27449,관악구,2023-01,1,1,91
27450,관악구,2023-01,1,2,99
27451,관악구,2023-01,1,3,804
27452,관악구,2023-01,2,1,123
27453,관악구,2023-01,2,2,103
27454,관악구,2023-01,2,3,18
27455,관악구,2023-01,3,1,3
27456,관악구,2023-01,3,2,334
27457,관악구,2023-01,3,3,300
27458,관악구,2023-01,4,1,680
27459,관악구,2023-01,4,2,147
27460,관악구,2023-01,4,3,9
27461,광진구,2023-01,1,1,87
27462,광진구,2023-01,1,2,80
27463,광진구,2023-01,1,3,441
27464,광진구,2023-01,2,1,408
27465,광진구,2023-01,2,2,83
27466,광진구,2023-01,2,3,936
27467,광진구,2023-01,3,1,2
27468,광진구,2023-01,3,2,356
27469,광진구,2023-01,3,3,359
27470,광진구,2023-01,4,1,759
27471,광진구,2023-01,4,2,169
27472,광진구,2023-01,4,3,9
27473,구로구,2023-01,1,1,102
27474,구로구,2023-01,1,2,114
27475,구로구,2023-01,1,3,998
27476,구로구,2023-01,2,1,203
27477,구로구,2023-01,2,2,126
27478,구로구,2023-01,2,3,303
27479,구로구,2023-01,3,1,4
27480,구로구,2023-01,3,2,491
27481,구로구,2023-01,3,3,558
27482,구로구,2023-01,4,1,112
27483,구로구,2023-01,4,2,131
27484,구로구,2023-01,4,3,14
27485,금천구,2023-01,1,1,51
27486,금천구,2023-01,1,2,71
27487,금천구,2023-01,1,3,348
27488,금천구,2023-01,2,1,529
27489,금천구,2023-01,2,2,74
27490,금천구,2023-01,2,3,928
27491,금천구,2023-01,3,1,2
27492,금천구,2023-01,3,2,971
27493,금천구,2023-01,3,3,470
27494,금천구,2023-01,4,1,470
27495,금천구,2023-01,4,2,76
27496,금천구,2023-01,4,3,10
27497,노원구,2023-01,1,1,86
27498,노원구,2023-01,1,2,129
27499,노원구,2023-01,1,3,513
27500,노원구,2023-01,2,1,497
27501,노원구,2023-01,2,2,135
27502,노원구,2023-01,2,3,96
27503,노원구,2023-01,3,1,3
27504,노원구,2023-01,3,2,695
27505,노원구,2023-01,3,3,836
27506,노원구,2023-01,4,1,583
27507,노원구,2023-01,4,2,175
27508,노원구,2023-01,4,3,10
27509,도봉구,2023-01,1,1,93
27510,도봉구,2023-01,1,2,76
27511,도봉구,2023-01,1,3,966
27512,도봉구,2023-01,2,1,654
27513,도봉구,2023-01,2,2,81
27514,도봉구,2023-01,2,3,713
27515,도봉구,2023-01,3,1,2
27516,도봉구,2023-01,3,2,579
27517,도봉구,2023-01,3,3,585
27518,도봉구,2023-01,4,1,215
27519,도봉구,2023-01,4,2,126
27520,도봉구,2023-01,4,3,8
27521,동대문구,2023-01,1,1,107
27522,동대문구,2023-01,1,2,81
27523,동대문구,2023-01,1,3,610
27524,동대문구,2023-01,2,1,392
27525,동대문구,2023-01,2,2,84
27526,동대문구,2023-01,2,3,109
27527,동대문구,2023-01,3,1,2
27528,동대문구,2023-01,3,2,856
27529,동대문구,2023-01,3,3,155
27530,동대문구,2023-01,4,1,68
27531,동대문구,2023-01,4,2,141
27532,동대문구,2023-01,4,3,9
27533,동작구,2023-01,1,1,106
27534,동작구,2023-01,1,2,93
27535,동작구,2023-01,1,3,744
27536,동작구,2023-01,2,1,183
27537,동작구,2023-01,2,2,95
27538,동작구,2023-01,2,3,33
27539,동작구,2023-01,3,1,2
27540,동작구,2023-01,3,2,485
27541,동작구,2023-01,3,3,136
27542,동작구,2023-01,4,1,672
27543,동작구,2023-01,4,2,128
27544,동작구,2023-01,4,3,6
27545,마포구,2023-01,1,1,92
27546,마포구,2023-01,1,2,101
27547,마포구,2023-01,1,3,497
27548,마포구,2023-01,2,1,540
27549,마포구,2023-01,2,2,106
27550,마포구,2023-01,2,3,129
27551,마포구,2023-01,3,1,2
27552,마포구,2023-01,3,2,730
27553,마포구,2023-01,3,3,668
27554,마포구,2023-01,4,1,452
27555,마포구,2023-01,4,2,164
27556,마포구,2023-01,4,3,9
27557,서대문구,2023-01,1,1,209
27558,서대문구,2023-01,1,2,76
27559,서대문구,2023-01,1,3,981
27560,서대문구,2023-01,2,1,248
27561,서대문구,2023-01,2,2,80
27562,서대문구,2023-01,2,3,438
27563,서대문구,2023-01,3,1,2
27564,서대문구,2023-01,3,2,214
27565,서대문구,2023-01,3,3,437
27566,서대문구,2023-01,4,1,759
27567,서대문구,2023-01,4,2,131
27568,서대문구,2023-01,4,3,5
27569,서초구,2023-01,1,1,200
27570,서초구,2023-01,1,2,151
27571,서초구,2023-01,1,3,621
27572,서초구,2023-01,2,1,927
27573,서초구,2023-01,2,2,156
27574,서초구,2023-01,2,3,748
27575,서초구,2023-01,3,1,3
27576,서초구,2023-01,3,2,138
27577,서초구,2023-01,3,3,734
27578,서초구,2023-01,4,1,2
27579,서초구,2023-01,4,2,174
27580,서초구,2023-01,4,3,10
27581,성동구,2023-01,1,1,119
27582,성동구,2023-01,1,2,82
27583,성동구,2023-01,1,3,773
27584,성동구,2023-01,2,1,129
27585,성동구,2023-01,2,2,90
27586,성동구,2023-01,2,3,21
27587,성동구,2023-01,3,1,2
27588,성동구,2023-01,3,2,29
27589,성동구,2023-01,3,3,928
27590,성동구,2023-01,4,1,5
27591,성동구,2023-01,4,2,183
27592,성동구,2023-01,4,3,8
27593,성북구,2023-01,1,1,95
27594,성북구,2023-01,1,2,105
27595,성북구,2023-01,1,3,359
27596,성북구,2023-01,2,1,126
27597,성북구,2023-01,2,2,107
27598,성북구,2023-01,2,3,580
27599,성북구,2023-01,3,1,3
27600,성북구,2023-01,3,2,114
27601,성북구,2023-01,3,3,1
27602,성북구,2023-01,4,1,4
27603,성북구,2023-01,4,2,287
27604,성북구,2023-01,4,3,149
27605,송파구,2023-01,1,1,132
27606,송파구,2023-01,1,2,206
27607,송파구,2023-01,1,3,606
27608,송파구,2023-01,2,1,258
27609,송파구,2023-01,2,2,213
27610,송파구,2023-01,2,3,996
27611,송파구,2023-01,3,1,4
27612,송파구,2023-01,3,2,426
27613,송파구,2023-01,3,3,1
27614,송파구,2023-01,4,1,6
27615,송파구,2023-01,4,2,213
27616,송파구,2023-01,4,3,158
27617,양천구,2023-01,1,1,121
27618,양천구,2023-01,1,2,127
27619,양천구,2023-01,1,3,782
27620,양천구,2023-01,2,1,501
27621,양천구,2023-01,2,2,132
27622,양천구,2023-01,2,3,404
27623,양천구,2023-01,3,1,3
27624,양천구,2023-01,3,2,360
27625,양천구,2023-01,3,3,758
27626,양천구,2023-01,4,1,177
27627,양천구,2023-01,4,2,137
27628,양천구,2023-01,4,3,11
27629,영등포구,2023-01,1,1,141
27630,영등포구,2023-01,1,2,117
27631,영등포구,2023-01,1,3,788
27632,영등포구,2023-01,2,1,115
27633,영등포구,2023-01,2,2,121
27634,영등포구,2023-01,2,3,44
27635,영등포구,2023-01,3,1,4
27636,영등포구,2023-01,3,2,46
27637,영등포구,2023-01,3,3,156
27638,영등포구,2023-01,4,1,259
27639,영등포구,2023-01,4,2,170
27640,영등포구,2023-01,4,3,13
27641,용산구,2023-01,1,1,239
27642,용산구,2023-01,1,2,65
27643,용산구,2023-01,1,3,440
27644,용산구,2023-01,2,1,338
27645,용산구,2023-01,2,2,67
27646,용산구,2023-01,2,3,17
27647,용산구,2023-01,3,1,1
27648,용산구,2023-01,3,2,989
27649,용산구,2023-01,3,3,67
27650,용산구,2023-01,4,1,181
27651,용산구,2023-01,4,2,143
27652,용산구,2023-01,4,3,5
27653,은평구,2023-01,1,1,97
27654,은평구,2023-01,1,2,112
27655,은평구,2023-01,1,3,746
27656,은평구,2023-01,2,1,73
27657,은평구,2023-01,2,2,116
27658,은평구,2023-01,2,3,916
27659,은평구,2023-01,3,1,3
27660,은평구,2023-01,3,2,387
27661,은평구,2023-01,3,3,747
27662,은평구,2023-01,4,1,178
27663,은평구,2023-01,4,2,135
27664,은평구,2023-01,4,3,10
27665,종로구,2023-01,1,1,1
27666,종로구,2023-01,1,2,717
27667,종로구,2023-01,1,3,39
27668,종로구,2023-01,2,1,773
27669,종로구,2023-01,2,2,41
27670,종로구,2023-01,2,3,556
27671,종로구,2023-01,3,1,674
27672,종로구,2023-01,3,2,1
27673,종로구,2023-01,3,3,555
27674,종로구,2023-01,4,1,3
27675,종로구,2023-01,4,2,484
27676,종로구,2023-01,4,3,346
27677,중구,2023-01,1,1,292
27678,중구,2023-01,1,2,44
27679,중구,2023-01,1,3,703
27680,중구,2023-01,2,1,833
27681,중구,2023-01,2,2,47
27682,중구,2023-01,2,3,828
27683,중구,2023-01,3,1,1
27684,중구,2023-01,3,2,856
27685,중구,2023-01,3,3,219
27686,중구,2023-01,4,1,847
27687,중구,2023-01,4,2,181
27688,중구,2023-01,4,3,5
27689,중랑구,2023-01,1,1,80
27690,중랑구,2023-01,1,2,90
27691,중랑구,2023-01,1,3,969
27692,중랑구,2023-01,2,1,956
27693,중랑구,2023-01,2,2,97
27694,중랑구,2023-01,2,3,5
27695,중랑구,2023-01,3,1,3
27696,중랑구,2023-01,3,2,431
27697,중랑구,2023-01,3,3,541
27698,중랑구,2023-01,4,1,7
27699,중랑구,2023-01,4,2,119
27700,중랑구,2023-01,4,3,11
27701,강남구,2023-02,1,1,153
27702,강남구,2023-02,1,2,207
27703,강남구,2023-02,1,3,975
27704,강남구,2023-02,2,1,749
27705,강남구,2023-02,2,2,227
27706,강남구,2023-02,2,3,877
27707,강남구,2023-02,3,1,4
27708,강남구,2023-02,3,2,102
27709,강남구,2023-02,3,3,570
27710,강남구,2023-02,4,1,726
27711,강남구,2023-02,4,2,177
27712,강남구,2023-02,4,3,13
27713,강동구,2023-02,1,1,102
27714,강동구,2023-02,1,2,128
27715,강동구,2023-02,1,3,583
27716,강동구,2023-02,2,1,117
27717,강동구,2023-02,2,2,133
27718,강동구,2023-02,2,3,802
27719,강동구,2023-02,3,1,3
27720,강동구,2023-02,3,2,548
27721,강동구,2023-02,3,3,822
27722,강동구,2023-02,4,1,413
27723,강동구,2023-02,4,2,155
27724,강동구,2023-02,4,3,12
27725,강북구,2023-02,1,1,102
27726,강북구,2023-02,1,2,60
27727,강북구,2023-02,1,3,949
27728,강북구,2023-02,2,1,58
27729,강북구,2023-02,2,2,63
27730,강북구,2023-02,2,3,109
27731,강북구,2023-02,3,1,2
27732,강북구,2023-02,3,2,389
27733,강북구,2023-02,3,3,716
27734,강북구,2023-02,4,1,171
27735,강북구,2023-02,4,2,132
27736,강북구,2023-02,4,3,7
27737,강서구,2023-02,1,1,129
27738,강서구,2023-02,1,2,166
27739,강서구,2023-02,1,3,782
27740,강서구,2023-02,2,1,87
27741,강서구,2023-02,2,2,177
27742,강서구,2023-02,2,3,998
27743,강서구,2023-02,3,1,4
27744,강서구,2023-02,3,2,608
27745,강서구,2023-02,3,3,1
27746,강서구,2023-02,4,1,6
27747,강서구,2023-02,4,2,3
27748,강서구,2023-02,4,3,163
27749,관악구,2023-02,1,1,91
27750,관악구,2023-02,1,2,99
27751,관악구,2023-02,1,3,826
27752,관악구,2023-02,2,1,134
27753,관악구,2023-02,2,2,103
27754,관악구,2023-02,2,3,51
27755,관악구,2023-02,3,1,3
27756,관악구,2023-02,3,2,316
27757,관악구,2023-02,3,3,298
27758,관악구,2023-02,4,1,660
27759,관악구,2023-02,4,2,147
27760,관악구,2023-02,4,3,9
27761,광진구,2023-02,1,1,87
27762,광진구,2023-02,1,2,80
27763,광진구,2023-02,1,3,402
27764,광진구,2023-02,2,1,408
27765,광진구,2023-02,2,2,83
27766,광진구,2023-02,2,3,897
27767,광진구,2023-02,3,1,2
27768,광진구,2023-02,3,2,352
27769,광진구,2023-02,3,3,352
27770,광진구,2023-02,4,1,748
27771,광진구,2023-02,4,2,168
27772,광진구,2023-02,4,3,9
27773,구로구,2023-02,1,1,100
27774,구로구,2023-02,1,2,115
27775,구로구,2023-02,1,3,81
27776,구로구,2023-02,2,1,705
27777,구로구,2023-02,2,2,125
27778,구로구,2023-02,2,3,886
27779,구로구,2023-02,3,1,4
27780,구로구,2023-02,3,2,464
27781,구로구,2023-02,3,3,553
27782,구로구,2023-02,4,1,80
27783,구로구,2023-02,4,2,128
27784,구로구,2023-02,4,3,14
27785,금천구,2023-02,1,1,50
27786,금천구,2023-02,1,2,71
27787,금천구,2023-02,1,3,468
27788,금천구,2023-02,2,1,554
27789,금천구,2023-02,2,2,75
27790,금천구,2023-02,2,3,72
27791,금천구,2023-02,3,1,2
27792,금천구,2023-02,3,2,957
27793,금천구,2023-02,3,3,466
27794,금천구,2023-02,4,1,452
27795,금천구,2023-02,4,2,75
27796,금천구,2023-02,4,3,10
27797,노원구,2023-02,1,1,84
27798,노원구,2023-02,1,2,129
27799,노원구,2023-02,1,3,453
27800,노원구,2023-02,2,1,494
27801,노원구,2023-02,2,2,135
27802,노원구,2023-02,2,3,31
27803,노원구,2023-02,3,1,3
27804,노원구,2023-02,3,2,685
27805,노원구,2023-02,3,3,835
27806,노원구,2023-02,4,1,572
27807,노원구,2023-02,4,2,176
27808,노원구,2023-02,4,3,10
27809,도봉구,2023-02,1,1,93
27810,도봉구,2023-02,1,2,76
27811,도봉구,2023-02,1,3,999
27812,도봉구,2023-02,2,1,643
27813,도봉구,2023-02,2,2,81
27814,도봉구,2023-02,2,3,735
27815,도봉구,2023-02,3,1,2
27816,도봉구,2023-02,3,2,551
27817,도봉구,2023-02,3,3,596
27818,도봉구,2023-02,4,1,198
27819,도봉구,2023-02,4,2,124
27820,도봉구,2023-02,4,3,8
27821,동대문구,2023-02,1,1,103
27822,동대문구,2023-02,1,2,81
27823,동대문구,2023-02,1,3,695
27824,동대문구,2023-02,2,1,401
27825,동대문구,2023-02,2,2,84
27826,동대문구,2023-02,2,3,199
27827,동대문구,2023-02,3,1,2
27828,동대문구,2023-02,3,2,842
27829,동대문구,2023-02,3,3,160
27830,동대문구,2023-02,4,1,59
27831,동대문구,2023-02,4,2,142
27832,동대문구,2023-02,4,3,9
27833,동작구,2023-02,1,1,106
27834,동작구,2023-02,1,2,93
27835,동작구,2023-02,1,3,586
27836,동작구,2023-02,2,1,177
27837,동작구,2023-02,2,2,94
27838,동작구,2023-02,2,3,869
27839,동작구,2023-02,3,1,2
27840,동작구,2023-02,3,2,471
27841,동작구,2023-02,3,3,136
27842,동작구,2023-02,4,1,657
27843,동작구,2023-02,4,2,128
27844,동작구,2023-02,4,3,6
27845,마포구,2023-02,1,1,92
27846,마포구,2023-02,1,2,101
27847,마포구,2023-02,1,3,638
27848,마포구,2023-02,2,1,491
27849,마포구,2023-02,2,2,106
27850,마포구,2023-02,2,3,221
27851,마포구,2023-02,3,1,2
27852,마포구,2023-02,3,2,714
27853,마포구,2023-02,3,3,667
27854,마포구,2023-02,4,1,435
27855,마포구,2023-02,4,2,164
27856,마포구,2023-02,4,3,9
27857,서대문구,2023-02,1,1,206
27858,서대문구,2023-02,1,2,77
27859,서대문구,2023-02,1,3,261
27860,서대문구,2023-02,2,1,248
27861,서대문구,2023-02,2,2,80
27862,서대문구,2023-02,2,3,715
27863,서대문구,2023-02,3,1,2
27864,서대문구,2023-02,3,2,219
27865,서대문구,2023-02,3,3,439
27866,서대문구,2023-02,4,1,766
27867,서대문구,2023-02,4,2,131
27868,서대문구,2023-02,4,3,6
27869,서초구,2023-02,1,1,185
27870,서초구,2023-02,1,2,151
27871,서초구,2023-02,1,3,70
27872,서초구,2023-02,2,1,873
27873,서초구,2023-02,2,2,156
27874,서초구,2023-02,2,3,128
27875,서초구,2023-02,3,1,3
27876,서초구,2023-02,3,2,124
27877,서초구,2023-02,3,3,717
27878,서초구,2023-02,4,1,966
27879,서초구,2023-02,4,2,173
27880,서초구,2023-02,4,3,10
27881,성동구,2023-02,1,1,119
27882,성동구,2023-02,1,2,82
27883,성동구,2023-02,1,3,402
27884,성동구,2023-02,2,1,42
27885,성동구,2023-02,2,2,89
27886,성동구,2023-02,2,3,563
27887,성동구,2023-02,3,1,2
27888,성동구,2023-02,3,2,15
27889,성동구,2023-02,3,3,927
27890,성동구,2023-02,4,1,989
27891,성동구,2023-02,4,2,182
27892,성동구,2023-02,4,3,8
27893,성북구,2023-02,1,1,95
27894,성북구,2023-02,1,2,105
27895,성북구,2023-02,1,3,416
27896,성북구,2023-02,2,1,127
27897,성북구,2023-02,2,2,107
27898,성북구,2023-02,2,3,638
27899,성북구,2023-02,3,1,3
27900,성북구,2023-02,3,2,82
27901,성북구,2023-02,3,3,1
27902,성북구,2023-02,4,1,4
27903,성북구,2023-02,4,2,256
27904,성북구,2023-02,4,3,148
27905,송파구,2023-02,1,1,132
27906,송파구,2023-02,1,2,206
27907,송파구,2023-02,1,3,826
27908,송파구,2023-02,2,1,270
27909,송파구,2023-02,2,2,214
27910,송파구,2023-02,2,3,228
27911,송파구,2023-02,3,1,4
27912,송파구,2023-02,3,2,401
